event_id,camera_id,lane_id,LPN,LPJ,LPT,LPN_OCRval,LPJ_OCRval,LPT_OCRval,LPN_score,LPJ_score,LPT_score,weighted_score,baseline_tau_weighted,baseline_tau_or,LPN_thresh,LPJ_thresh,LPT_thresh,decision_weighted_baseline,decision_or_adaptive,feedback_source,error_label,overall_correct
s0-c3-159,CAM-3,3,NDZ8156,FL,COMMERCIAL,NDZ8156,OK,TEMP,87.312,83.459,50.647,80.464,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-160,CAM-3,3,EJE6283,AZ,PASSENGER,EJE6283,AZ,COMMERCIAL,91.522,84.870,48.836,82.790,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-161,CAM-3,3,UGL4431,FL,PASSENGER,UGL4431,FL,GOV,91.598,85.412,49.720,83.151,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-162,CAM-3,3,HAA2496,TX,PASSENGER,HAA2496,TX,PASSENGER,84.911,83.982,46.376,78.806,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-163,CAM-3,3,RUC6767,NV,TEMP,RUC6767,NV,TEMP,94.233,89.990,50.143,86.134,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-164,CAM-3,3,REG2070,CA,COMMERCIAL,REG2070,CA,TEMP,91.580,85.946,47.685,83.024,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-165,CAM-3,3,MGS5654,FL,GOV,MGS5654,CA,GOV,89.667,81.298,50.560,80.872,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-166,CAM-3,3,VYC5749,NM,TEMP,VYC5749,NM,PASSENGER,89.316,84.360,48.335,81.434,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-167,CAM-3,3,ZWR9405,NV,COMMERCIAL,ZWR9405,NV,TEMP,86.304,82.993,50.863,79.829,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-168,CAM-3,3,HRJ6465,AZ,PASSENGER,HRJ6465,NV,PASSENGER,87.622,81.676,48.574,79.684,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-169,CAM-3,3,TDS1020,FL,PASSENGER,TDS1020,FL,COMMERCIAL,89.671,90.392,52.409,84.334,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-170,CAM-3,3,MEI4523,AZ,PASSENGER,MEI4573,TX,TEMP,93.818,82.675,44.968,82.590,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-171,CAM-3,3,ZHQ8763,AZ,PASSENGER,9HQ8763,AZ,PASSENGER,91.174,87.796,49.849,83.793,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-172,CAM-3,3,ZUE8424,NM,TEMP,ZUE8424,NM,TEMP,88.900,86.049,48.421,81.830,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-173,CAM-3,3,DZZ0953,CA,TRAILER,DZZ0953,CA,TRAILER,89.682,86.021,53.418,82.961,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-174,CAM-3,3,GCU5174,TX,COMMERCIAL,GCU5174,TX,COMMERCIAL,91.679,86.770,52.946,84.151,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-175,CAM-3,3,LLD4427,FL,TRAILER,LLD4427,FL,PASSENGER,88.703,89.220,50.040,83.085,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-176,CAM-3,3,UND2992,NV,PASSENGER,UND2E92,NV,PASSENGER,94.441,84.834,49.897,84.397,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-177,CAM-3,3,GPR0905,TX,TEMP,GPR0905,TX,PASSENGER,92.543,84.435,52.125,83.643,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-178,CAM-3,3,PDN9411,NV,GOV,PDN9411,NV,GOV,91.801,87.671,47.499,83.710,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-179,CAM-3,3,FRH4419,NV,COMMERCIAL,FRH4419,NV,COMMERCIAL,85.689,85.461,52.754,80.669,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-180,CAM-3,3,JWU5108,AZ,TRAILER,JWU5108,AZ,COMMERCIAL,89.524,84.620,49.675,81.830,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-181,CAM-3,3,LNW7502,AZ,GOV,LNW7502,AZ,COMMERCIAL,93.117,87.404,47.841,84.326,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-182,CAM-3,3,GKD6266,NV,COMMERCIAL,GKD6266,NV,COMMERCIAL,88.608,86.270,46.242,81.435,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-183,CAM-3,3,AIC8830,FL,GOV,AIC8830,FL,GOV,88.994,85.626,47.042,81.522,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-184,CAM-3,3,IKA2196,TX,PASSENGER,IKA2196,TX,PASSENGER,90.872,87.290,48.754,83.301,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-185,CAM-3,3,XVB8513,OK,TEMP,XVB8513,OK,PASSENGER,91.697,86.969,51.112,83.954,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-186,CAM-3,3,XZN0467,NM,COMMERCIAL,XZN0467,NM,TRAILER,86.721,88.646,46.607,81.378,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-187,CAM-3,3,SCC0458,NV,COMMERCIAL,SCC0458,NV,COMMERCIAL,88.857,82.159,47.089,80.248,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-188,CAM-3,3,JIH6115,OK,PASSENGER,JIH6115,OK,GOV,86.033,82.761,45.852,78.861,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-189,CAM-3,3,VGT6371,AZ,TEMP,VGT6371,AZ,GOV,93.382,81.840,47.888,82.518,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-190,CAM-3,3,OWP7758,TX,TRAILER,OWP775C,TX,TEMP,91.866,81.405,48.899,81.760,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-191,CAM-3,3,BZW9753,CO,GOV,BZW9753,NV,GOV,91.798,86.849,50.051,83.804,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-192,CAM-3,3,UOB9682,AZ,GOV,UOB9682,AZ,TRAILER,92.011,89.455,48.306,84.561,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-193,CAM-3,3,NUT5498,AZ,TRAILER,NUT5498,AZ,TRAILER,89.197,89.793,47.382,83.133,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-194,CAM-3,3,HJA5700,NV,TRAILER,HJA5S00,NV,PASSENGER,90.943,84.959,49.263,82.597,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-195,CAM-3,3,MJA1128,NM,GOV,MJA1128,OK,GOV,94.312,83.836,49.774,83.965,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-196,CAM-3,3,TNJ2979,NM,PASSENGER,TNJ2979,NM,COMMERCIAL,90.998,85.939,51.186,83.256,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-197,CAM-3,3,FUJ4806,FL,PASSENGER,FUJ4806,FL,TEMP,90.543,87.264,45.863,82.693,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-198,CAM-3,3,IWU2448,TX,TEMP,IWU2448,TX,PASSENGER,91.799,82.705,50.353,82.399,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-199,CAM-3,3,LWE1705,NM,TRAILER,LWE1705,NM,TRAILER,89.129,84.690,50.939,81.847,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-200,CAM-3,3,NBV8633,NM,PASSENGER,NBV8633,CO,GOV,90.375,85.630,52.617,83.051,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-201,CAM-3,3,WJE2168,CO,TRAILER,WJE2168,CO,TEMP,92.692,87.739,53.462,85.074,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-202,CAM-3,3,XSQ2267,OK,COMMERCIAL,XSQ2267,OK,GOV,86.962,87.635,46.967,81.198,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-203,CAM-3,3,ZCA7333,FL,GOV,ZCA7333,FL,TRAILER,88.708,81.996,46.283,79.995,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-204,CAM-3,3,EZF5663,AZ,PASSENGER,EZF5663,AZ,PASSENGER,89.723,89.175,53.849,84.150,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-205,CAM-3,3,ZWE9351,OK,COMMERCIAL,ZWE935M,OK,COMMERCIAL,90.029,87.391,46.065,82.511,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-206,CAM-3,3,BAM1271,CO,GOV,BAM1271,CO,TEMP,91.045,86.530,51.491,83.532,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-207,CAM-3,3,NWH8270,NV,PASSENGER,NW98270,NV,PASSENGER,94.002,84.997,50.047,84.257,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-208,CAM-3,3,HBV6014,NV,COMMERCIAL,HBV6014,NV,COMMERCIAL,91.727,83.364,47.508,82.167,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-209,CAM-3,3,JVO0103,CO,GOV,JRO0103,CO,PASSENGER,89.725,84.664,49.444,81.911,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-210,CAM-3,3,TUR9387,NV,GOV,TUR9387,NV,COMMERCIAL,91.681,85.995,47.301,83.034,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-211,CAM-3,3,QUR9964,CO,TEMP,QUR9964,CO,TEMP,90.182,87.169,50.651,83.198,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-212,CAM-3,3,UGP5406,CA,COMMERCIAL,UGP5406,AZ,COMMERCIAL,91.297,86.445,53.663,83.954,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-213,CAM-3,3,PEQ2995,FL,PASSENGER,PEQ2995,FL,PASSENGER,93.258,79.940,50.379,82.165,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-214,CAM-3,3,KSJ0285,NV,TRAILER,KS90285,NV,COMMERCIAL,88.607,85.530,53.052,82.196,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-215,CAM-3,3,BIL9881,NM,COMMERCIAL,BIL9881,NM,COMMERCIAL,85.897,86.543,46.724,80.247,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-216,CAM-3,3,HAU1616,TX,TRAILER,HAU1616,CO,COMMERCIAL,91.302,83.008,46.453,81.671,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-217,CAM-3,3,LGN4884,AZ,GOV,LGN4884,AZ,GOV,92.570,80.322,47.048,81.455,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-218,CAM-3,3,OXD4810,NV,COMMERCIAL,OXD48P0,NV,COMMERCIAL,89.761,81.491,50.993,81.051,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-219,CAM-3,3,UHM2897,CA,PASSENGER,UHM2897,OK,TEMP,88.942,83.979,50.423,81.427,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-220,CAM-3,3,ORV9732,NM,TEMP,ORV9732,NM,TEMP,88.991,85.461,50.632,82.001,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-221,CAM-3,3,UJU8052,OK,GOV,UJU8052,CA,TEMP,89.053,82.100,49.277,80.653,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-222,CAM-3,3,SUQ3860,NV,TRAILER,SUQ3860,NV,COMMERCIAL,90.965,81.589,51.386,81.746,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-223,CAM-3,3,MDK3645,NM,TEMP,MDK3645,AZ,TEMP,92.828,84.860,45.651,82.963,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-224,CAM-3,3,IDR3428,FL,TEMP,IDR3428,FL,COMMERCIAL,87.664,83.745,47.209,80.224,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-225,CAM-3,3,FDC5515,AZ,TRAILER,FDC5515,AZ,TRAILER,92.290,86.261,47.134,83.406,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-226,CAM-3,3,CKW5450,CO,GOV,CKW5450,CO,COMMERCIAL,91.176,86.720,50.529,83.520,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-227,CAM-3,3,VFN5524,AZ,TRAILER,VFN5524,NV,TRAILER,89.122,84.828,50.177,81.777,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-228,CAM-3,3,BMJ9659,CO,PASSENGER,BMJ9659,CO,PASSENGER,93.286,87.460,48.872,84.585,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-229,CAM-3,3,ZZG1104,AZ,PASSENGER,ZZG1104,AZ,TRAILER,89.882,85.081,48.672,82.020,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-230,CAM-3,3,UAE7651,OK,COMMERCIAL,UAE7651,OK,COMMERCIAL,89.268,85.876,48.373,81.947,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-231,CAM-3,3,LBA5777,FL,PASSENGER,LBA5777,FL,PASSENGER,89.301,83.584,48.599,81.195,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-232,CAM-3,3,FDC7939,FL,PASSENGER,FDC7989,FL,GOV,88.685,88.338,50.516,82.838,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-233,CAM-3,3,UCQ6343,FL,TRAILER,UCQ63J3,FL,COMMERCIAL,89.680,85.905,48.237,82.143,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-234,CAM-3,3,QRG9410,OK,COMMERCIAL,QRG9410,OK,TRAILER,87.233,84.855,49.625,80.759,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-235,CAM-3,3,WZY7150,FL,GOV,WZY7150,FL,GOV,92.918,85.375,47.261,83.429,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-236,CAM-3,3,KRC9577,CO,TEMP,KRC9577,CO,GOV,86.343,83.984,48.458,79.835,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-237,CAM-3,3,XZW4683,CO,PASSENGER,XZW4683,CO,GOV,90.583,83.632,47.360,81.667,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-238,CAM-3,3,VJU6221,NM,PASSENGER,VJU6221,NM,COMMERCIAL,91.992,82.109,44.550,81.417,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-239,CAM-3,3,NZP3164,AZ,PASSENGER,NZP3164,AZ,PASSENGER,90.063,85.590,47.035,82.043,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-240,CAM-3,3,NMQ7514,AZ,COMMERCIAL,NMQ7514,AZ,COMMERCIAL,90.092,84.070,51.262,82.160,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-241,CAM-3,3,HMI7829,FL,PASSENGER,HMI7829,FL,TRAILER,92.324,87.533,50.364,84.353,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-242,CAM-3,3,VUN5533,NV,TEMP,VUN5533,FL,PASSENGER,86.622,88.012,54.100,82.230,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-243,CAM-3,3,HOQ8757,OK,COMMERCIAL,HOQ8757,OK,GOV,91.306,83.596,44.759,81.626,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-244,CAM-3,3,DTW0261,AZ,GOV,DTW0261,AZ,GOV,90.497,86.315,47.524,82.587,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-245,CAM-3,3,USH0577,NV,PASSENGER,USH0577,NV,GOV,91.277,85.665,51.956,83.415,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-246,CAM-3,3,DTP1266,NM,PASSENGER,DTP1266,NM,PASSENGER,90.402,86.915,48.582,82.909,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-247,CAM-3,3,ZQI7991,AZ,COMMERCIAL,ZQI7991,AZ,COMMERCIAL,91.550,84.483,50.238,82.880,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-248,CAM-3,3,MHY7565,NV,TEMP,MHYS565,NV,TEMP,92.630,87.736,48.469,84.293,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-249,CAM-3,3,ILF0974,FL,TRAILER,ILH0974,FL,COMMERCIAL,90.786,86.684,48.005,82.933,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-250,CAM-3,3,PIC3297,FL,COMMERCIAL,PIC3297,FL,PASSENGER,91.069,84.106,49.935,82.462,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-251,CAM-3,3,AFH0660,TX,GOV,AFH0660,TX,GOV,92.061,88.728,46.780,84.102,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-252,CAM-3,3,BJE7180,OK,PASSENGER,BJE7180,AZ,GOV,94.288,87.184,51.474,85.379,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-253,CAM-3,3,VCE7471,NV,TEMP,VCE7471,NV,COMMERCIAL,93.249,83.215,49.651,83.197,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-254,CAM-3,3,AOS0888,OK,GOV,AOS0888,OK,TEMP,89.945,82.606,48.524,81.163,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-255,CAM-3,3,OIT4803,NM,GOV,OIT4803,NM,COMMERCIAL,91.034,86.978,47.800,83.129,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-256,CAM-3,3,ZVP3878,CO,TEMP,ZVP3878,CO,TEMP,87.391,85.599,46.471,80.626,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-257,CAM-3,3,GMD1288,AZ,TRAILER,GMD128A,NM,GOV,91.018,84.291,47.193,82.090,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-258,CAM-3,3,PFE3059,TX,PASSENGER,PFE3059,TX,GOV,88.734,83.780,49.773,81.156,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-259,CAM-3,3,CIJ3334,FL,COMMERCIAL,CIJ3334,FL,TRAILER,89.177,86.355,48.602,82.103,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-260,CAM-3,3,YBS0746,FL,PASSENGER,YBS0746,CA,PASSENGER,92.733,82.936,46.523,82.373,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-261,CAM-3,3,CAX6664,NV,PASSENGER,CAX6664,NV,TRAILER,89.384,84.325,48.997,81.555,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-262,CAM-3,3,MMV2273,AZ,TEMP,MMV2273,TX,TEMP,88.096,83.683,49.110,80.704,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-263,CAM-3,3,VYK8105,NM,TEMP,VYK8105,AZ,TRAILER,89.316,84.338,45.070,80.937,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-264,CAM-3,3,RDE7569,CO,COMMERCIAL,RDE7569,CO,COMMERCIAL,90.140,88.996,51.181,83.896,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-265,CAM-3,3,YKV1540,CO,COMMERCIAL,YKV1540,CO,TRAILER,88.485,84.418,48.514,81.066,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-266,CAM-3,3,JKR3338,TX,PASSENGER,JKR3338,TX,PASSENGER,88.316,88.007,45.930,81.850,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-267,CAM-3,3,JZX0782,CA,COMMERCIAL,JZX0782,CO,COMMERCIAL,91.095,85.359,47.213,82.505,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-268,CAM-3,3,QBR1682,CO,PASSENGER,QBR1682,CO,COMMERCIAL,86.404,88.177,52.583,81.951,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-269,CAM-3,3,ILO0442,NM,TRAILER,ILO0442,TX,GOV,92.459,83.807,50.549,83.144,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-270,CAM-3,3,XPD4747,OK,GOV,XPD4747,OK,GOV,90.301,85.323,50.291,82.557,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-271,CAM-3,3,XSO1166,FL,PASSENGER,XSO1166,FL,GOV,89.208,85.587,53.792,82.629,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-272,CAM-3,3,LAO8898,CA,TRAILER,LAO8898,NV,TEMP,88.187,86.580,45.204,81.177,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-273,CAM-3,3,GAD6415,AZ,PASSENGER,GAD641C,FL,PASSENGER,89.153,84.510,50.565,81.740,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-274,CAM-3,3,FXV3388,TX,GOV,FXV3388,TX,TRAILER,90.354,82.867,49.066,81.540,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-275,CAM-3,3,QHG0055,NV,TRAILER,QHGL055,NV,PASSENGER,88.294,87.647,45.522,81.652,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-276,CAM-3,3,GXM2481,NM,GOV,GXM2481,NM,GOV,87.943,82.939,50.291,80.544,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,1
s0-c3-277,CAM-3,3,CHK0525,NM,GOV,CHK0525,NM,TEMP,88.644,86.914,48.429,82.006,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-278,CAM-3,3,QIY9861,AZ,PASSENGER,QIY9861,AZ,TEMP,88.222,86.560,44.843,81.133,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-279,CAM-3,3,JGX6615,TX,TEMP,JGX6615,TX,PASSENGER,90.896,83.386,50.366,82.188,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-280,CAM-3,3,QHZ2081,AZ,TRAILER,QHZ208H,CA,GOV,86.896,81.409,47.951,79.134,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-281,CAM-3,3,YNA1435,AZ,TEMP,YNA1435,NM,TRAILER,92.027,84.304,48.023,82.723,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-282,CAM-3,3,UWW9599,AZ,TRAILER,UWW9599,AZ,COMMERCIAL,89.293,87.668,47.090,82.394,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-283,CAM-3,3,BTD8322,TX,TEMP,BTV8322,TX,TEMP,88.727,85.868,49.129,81.787,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-284,CAM-3,3,JHP4670,NM,COMMERCIAL,JHP4670,NM,GOV,88.205,83.335,45.134,80.040,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-285,CAM-3,3,XOD1528,CO,TEMP,X9D1528,AZ,GOV,88.651,82.292,48.711,80.435,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-286,CAM-3,3,VCA0633,CO,TRAILER,VCA0633,CO,COMMERCIAL,88.037,86.609,46.680,81.334,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-287,CAM-3,3,TCO8801,TX,TEMP,TCO8801,TX,GOV,92.780,86.025,49.955,83.992,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-288,CAM-3,3,ORR6017,CO,TRAILER,ORR6017,CO,TRAILER,90.805,85.941,51.145,83.154,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-289,CAM-3,3,QNA8496,OK,TEMP,QNA8496,OK,TEMP,91.447,84.204,48.036,82.400,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-290,CAM-3,3,ZNH8930,FL,PASSENGER,ZNHP930,FL,GOV,91.018,89.607,46.937,83.912,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
s0-c3-291,CAM-3,3,FQZ7336,AZ,TRAILER,FQZ7336,AZ,TEMP,93.197,83.066,45.409,82.483,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,dispute,type1,0
s0-c3-292,CAM-3,3,GXC9106,AZ,COMMERCIAL,GXC9100,CA,PASSENGER,88.408,82.818,48.077,80.402,81.000,47.000,82.142,77.037,40.911,review,auto_clear,dispute,type1,0
s0-c3-293,CAM-3,3,KSD2155,CO,GOV,KSD2155,CO,GOV,93.898,87.649,49.393,85.035,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,1
s0-c3-294,CAM-3,3,GYT4247,TX,COMMERCIAL,GYT4247,NM,COMMERCIAL,86.352,87.895,47.022,80.992,81.000,47.000,82.142,77.037,40.911,review,auto_clear,none,,0
s0-c3-295,CAM-3,3,GLZ5781,NM,GOV,GLZ5781,NM,COMMERCIAL,91.455,86.051,50.740,83.456,81.000,47.000,82.142,77.037,40.911,auto_clear,auto_clear,none,,0
